Start x,Start y,End x,End y,Nav. by wheelchair?,No Stairs?
1536.2,1786.6,1535.7,1807.3,T,T
1666.2,1677.2,1666.2,1656.1,T,T
2421.8,898.3,2446.9,898,T,T
1561,1786.6,1560.3,1760.6,T,T
1536.2,1786.6,1561,1786.6,T,T
2096.3,1239.5,2066.2,1268,T,T
2059.3,1254.9,2053.6,1302.8,T,T
1562.8,1733.6,1613.6,1761.7,T,T
2678.2,674.2,2679,641.3,T,T
2096.3,1239.5,2133.9,1204.6,T,T
2388.2,954.8,2369.8,964.4,T,T
4021.5,1342.1,4024.7,1384.9,T,T
2707.7,689.1,2703.9,577.3,T,T
2133.9,1204.6,2148.5,1192.2,T,T
1377.9,1938.9,1403.1,1959.6,T,T
2544.4,816,2517,803.3,T,T
2047.8,1278.3,2053.6,1302.8,T,T
1677,1675.6,1676.4,1655,T,T
2290.6,1051.7,2301.4,1040.3,T,T
2308.9,1033.6,2301.4,1040.3,T,T
2148.5,1192.2,2171.8,1171.6,T,T
2197.2,1145.6,2171.8,1171.6,T,T
1311.7,2039.6,1321.1,2014,T,T
3845,1565.2,3820.1,1552.2,T,T
2290.6,1051.7,2264.9,1080.7,T,T
2197.2,1145.6,2264.9,1080.7,T,T
2594.7,793.7,2589.1,712,T,T
2376.8,979.6,2369.8,964.4,T,T
2133.9,1204.6,2135.5,1216,T,T
2403.1,937.9,2397.2,951.7,T,T
2066.2,1268,2053.6,1302.8,T,T
1915.2,1438.6,1887.7,1450.9,T,T
2388.2,954.8,2397.2,951.7,T,T
1787.4,1574,1785.9,1546.7,T,T
1694,1633.1,1697.5,1671.5,T,T
2096.3,1239.5,2115.5,1245.2,T,T
1613.6,1761.7,1560.3,1760.6,T,T
2204,1152,2197.2,1145.6,T,T
1694,1633.1,1743.8,1632.3,T,T
2419.3,921.8,2444,918,T,T
1860.5,1464.1,1879.5,1500.5,T,T
2135.5,1216,2123.2,1230.4,T,T
2301.4,1040.3,2315,1051.6,T,T
2446.5,921.5,2419.3,921.8,T,T
2290.6,1051.7,2315,1051.6,T,T
1561,1786.6,1562.2,1800.1,T,T
2324.5,1045.1,2301.4,1040.3,T,T
2419.3,921.8,2394.8,976.6,T,T
1787.4,1574,1778.8,1573.3,T,T
1626,1726,1628.3,1733.5,T,T
2115.5,1245.2,2123.2,1230.4,T,T
2388.2,954.8,2394.8,976.6,T,T
2520.4,834.9,2544.4,816,T,T
2280,1095,2264.9,1080.7,T,T
1497.8,1829.9,1536.2,1857.5,T,T
2192.3,1192.2,2148.5,1192.2,T,T
2376.8,979.6,2394.8,976.6,T,T
1560.1,1824.5,1535.7,1807.3,F,F
2192.3,1192.2,2171.8,1171.6,T,T
2520.4,834.9,2512.8,859.8,T,T
1311.7,2066,1311.7,2039.6,T,T
2376.8,979.6,2377.9,999.6,T,T
2324.5,1045.1,2324.6,1040.2,T,T
1887.7,1450.9,1907,1489.8,T,T
2678.2,674.2,2677.1,705.6,T,T
1966.6,1417.3,1915.2,1438.6,T,T
1613.6,1761.7,1628.3,1733.5,T,T
2115.5,1245.2,2114.9,1263.1,T,T
2520.4,834.9,2544.2,838.7,T,T
1786.9,1591.2,1787.4,1574,T,T
2153.4,1221.4,2156.1,1210,T,T
1573.6,1807.8,1562.2,1800.1,T,T
2544.4,816,2544.2,838.7,T,T
1599.5,1772.5,1613.6,1761.7,T,T
1744.5,1626.4,1743.8,1632.3,T,T
1707.6,1671.5,1697.5,1671.5,T,T
2172.3,1211.7,2156.1,1210,T,T
2133.9,1240.9,2146.3,1231.7,T,T
2153.4,1221.4,2146.3,1231.7,T,T
1599.5,1772.5,1573.6,1807.8,T,T
2324.5,1045.1,2338.2,1049,T,T
3845,1565.2,3885.6,1559.2,T,T
1915.2,1438.6,1933,1477,T,T
2339.4,1038.2,2338.2,1049,T,T
1560.1,1824.5,1573.6,1807.8,T,T
2133.9,1240.9,2136.2,1256.7,T,T
2192.3,1192.2,2172.3,1211.7,T,T
1677,1675.6,1675.2,1743,T,T
1628.3,1733.5,1655,1754,T,T
2136.2,1256.7,2114.9,1263.1,T,T
2377.9,999.6,2374.3,1022,T,T
1699,1707.3,1697.5,1671.5,T,T
1907,1489.8,1879.5,1500.5,T,T
1763.7,1636.1,1743.8,1632.3,T,T
1560.1,1824.5,1536.2,1857.5,F,F
4042.6,1423.3,4024.7,1384.9,T,T
1545.7,1917.4,1461.2,1855.2,T,T
2337.9,1075.3,2315,1051.6,T,T
2170.1,1226.3,2172.3,1211.7,T,T
2365.7,1020.7,2374.3,1022,T,T
1625.2,1783.5,1613.6,1761.7,T,T
1311.7,2066,1318.2,2088.7,T,T
1613.6,1761.7,1655,1754,T,T
1786.9,1591.2,1784.4,1623,T,T
2170.1,1226.3,2156.1,1235,T,T
1966.6,1417.3,2008.1,1397.7,T,T
2123.6,1287.5,2114.9,1263.1,T,T
1966.6,1417.3,1973.1,1433.6,T,T
2126.5,1310.8,2053.6,1302.8,T,T
2159.8,1248.5,2156.1,1235,T,T
2394.8,976.6,2387.1,1042.9,T,T
1445.7,1994.8,1403.1,1959.6,T,T
2153.9,1257.1,2136.2,1256.7,T,T
1907,1489.8,1933,1477,T,T
2369.3,1040.4,2374.3,1022,T,T
2338.2,1049,2364.2,1056.4,T,T
2677.1,705.6,2657.9,766.8,T,T
1707.6,1671.5,1722.8,1707.3,T,T
3926.2,1534.8,3885.6,1559.2,T,T
1699,1707.3,1690.6,1713.5,T,T
1625.2,1783.5,1655,1754,T,T
2153.9,1257.1,2159.8,1248.5,T,T
1942.3,1472.7,1933,1477,T,T
2544.2,838.7,2562.6,879.8,T,T
1655,1754,1675.2,1743,T,T
2594.7,793.7,2584.9,855.8,T,T
2369.3,1040.4,2364.2,1056.4,T,T
2046,1379.5,2008.1,1397.7,T,T
1690.8,1736.7,1690.6,1713.5,T,T
2192.3,1192.2,2223.3,1224.5,T,T
1775.8,1658.3,1763.7,1636.1,T,T
1699,1707.3,1722.8,1707.3,F,T
2387.1,1042.9,2369.3,1040.4,T,T
1690.8,1736.7,1675.2,1743,T,T
3926.2,1534.8,3952.7,1527.8,T,T
2337.9,1075.3,2357.9,1074.5,T,T
2126.5,1310.8,2123.6,1287.5,T,T
1775.8,1658.3,1746,1672.5,T,T
2357.9,1074.5,2364.2,1056.4,T,T
1574.7,1884.5,1536.2,1857.5,T,T
1334.5,2115.1,1318.2,2088.7,T,T
2337.9,1075.3,2353,1091.1,T,T
2268.8,1165.2,2265,1158,T,T
1690.8,1736.7,1702.6,1730.6,T,T
2279.1,1155.8,2271.6,1157.6,T,T
4046.4,1454.2,4042.6,1423.3,T,T
2397.7,1047.8,2387.1,1042.9,T,T
2279.1,1155.8,2290.6,1149.4,T,T
2357.9,1074.5,2353,1091.1,T,T
1727.3,1718.9,1722.8,1707.3,T,T
2270.6,1173.3,2268.8,1165.2,T,T
1727.3,1718.9,1702.6,1730.6,F,F
2302.7,1138.5,2290.6,1149.4,T,T
2126.5,1310.8,2146,1297.7,T,T
2584.9,855.8,2562.6,879.8,T,T
2207.7,1236.2,2146,1297.7,T,T
2372.8,1087.9,2387.1,1042.9,T,T
2223.3,1224.5,2207.7,1236.2,T,T
1728,1717,1727.3,1718.9,T,T
2302.7,1138.5,2302.2,1151.7,T,T
2344.8,1114.6,2331,1107,T,T
1675.4,1807.4,1675.2,1743,T,T
1690.8,1736.7,1691.1,1782.3,T,T
2046,1379.5,2129.4,1347.2,T,T
2353,1091.1,2344.8,1114.6,T,T
1463.8,1999.7,1445.7,1994.8,T,T
1942.7,1564.5,1907,1489.8,T,T
2126.5,1310.8,2139.5,1331,T,T
3952.7,1527.8,3991.7,1532.1,T,T
1736.9,1739.6,1702.6,1730.6,F,T
1775.8,1658.3,1790.5,1686,T,T
2461.2,988.1,2455.5,1005.3,T,T
2705.4,809.3,2707.7,689.1,T,T
2302.2,1151.7,2300.2,1157,T,T
2565.8,905.3,2562.6,879.8,T,T
2270.6,1173.3,2282.1,1187.2,T,T
2126.5,1310.8,2129.4,1347.2,T,T
1574.7,1884.5,1583.3,1871.9,T,T
2146,1297.7,2139.5,1331,T,T
2372.8,1087.9,2391.5,1068.4,T,T
2292.3,1172.8,2300.2,1157,T,T
1727.3,1718.9,1736.9,1739.6,T,T
2397.7,1047.8,2459.7,1020.6,T,T
2008.1,1397.7,2046.5,1476.5,F,F
2372.8,1087.9,2365.9,1106,T,T
1800.5,1668.4,1799,1664,T,T
2292.3,1172.8,2282.1,1187.2,T,T
1445.7,1994.8,1501.8,1992.5,T,T
2391.5,1068.4,2421.8,1055.4,T,T
1544.4,1930.4,1545.7,1917.4,T,T
2207.7,1236.2,2245.5,1249.3,T,T
1519.7,1950.3,1529.8,1939.7,T,T
2459.7,1020.6,2455.5,1005.3,T,T
2223.3,1224.5,2245.5,1249.3,T,T
2611.9,906.4,2657.9,766.8,T,T
1463.8,1999.7,1417.7,2062.8,T,T
1544.4,1930.4,1529.8,1939.7,T,T
2129.4,1347.2,2139.5,1331,T,T
1774.8,1704.3,1762.7,1708.8,T,T
1519.7,1950.3,1512.4,1968.5,T,T
2289.3,1194.2,2282.1,1187.2,T,T
1358.4,2144.8,1334.5,2115.1,T,T
2365.9,1106,2362.4,1119.7,T,T
1800.5,1668.4,1805.6,1679.5,T,T
2341,1153.6,2344.8,1114.6,T,T
4046.4,1454.2,4041.5,1509.4,T,T
1790.5,1686,1785.4,1693.7,T,T
2280.7,1204.9,2282.1,1187.2,T,T
2565.8,905.3,2590.7,895,T,T
1774.8,1704.3,1785.4,1693.7,T,T
1748.5,1733.1,1736.9,1739.6,T,T
2432.1,1050.5,2421.8,1055.4,T,T
1463.8,1999.7,1497.3,2000.6,T,T
2373.9,1105.6,2362.4,1119.7,T,T
1790.5,1686,1805.6,1679.5,T,T
1565.6,1933.2,1545.7,1917.4,T,T
2373.9,1116.7,2365.9,1106,T,T
1512.4,1968.5,1503.3,1978.5,T,T
1691.1,1782.3,1691.2,1798.2,T,T
1748.5,1733.1,1752,1731,T,T
2289.3,1194.2,2322.3,1160.4,T,T
2383.9,1105.2,2373.9,1105.6,T,T
2565.8,905.3,2586.4,914.2,T,T
2373.9,1116.7,2362.4,1119.7,T,T
1544.4,1930.4,1565.6,1933.2,T,T
1386.5,2107,1417.7,2062.8,T,T
1574.7,1884.5,1609.5,1907,T,T
1503.3,1978.5,1501.8,1992.5,T,T
3991.7,1532.1,4030.7,1518.1,T,T
2289.3,1194.2,2275.1,1219,T,T
2251.8,1231.1,2258.1,1236.7,T,T
1653.4,1833.5,1643.4,1847.3,T,T
2322.3,1160.4,2341,1153.6,T,T
2436.3,1064.7,2421.8,1055.4,T,T
1653.4,1833.5,1669.3,1823.3,T,T
1825.7,1671.8,1805.6,1679.5,T,T
2436.3,1064.7,2432.1,1050.5,T,T
2359.4,1141.6,2362.4,1119.7,T,T
2383.9,1105.2,2380.8,1117.8,T,T
1774.8,1704.3,1791.5,1717.9,T,T
1647.8,1850.3,1643.4,1847.3,T,T
2373.9,1116.7,2380.8,1117.8,T,T
2258.1,1236.7,2275.1,1219,T,T
1386.5,2107,1374.7,2121.6,T,T
1463.8,1999.7,1501.4,2025,T,T
2252.3,1243.2,2258.1,1236.7,T,T
2252.3,1243.2,2245.5,1249.3,T,T
1790.5,1686,1801.1,1712.4,T,T
1643.4,1847.3,1618.3,1881.6,T,T
1512.4,1968.5,1530.2,1981.1,T,T
1501.8,1992.5,1497.3,2000.6,T,T
1801.1,1712.4,1785.4,1693.7,T,T
1675.4,1807.4,1689.5,1821.7,T,T
2705.4,809.3,2744.1,738.5,T,T
1912.3,1578,1942.7,1564.5,T,T
1374.7,2121.6,1358.4,2144.8,T,T
1748.5,1733.1,1759,1760.1,T,T
2383.9,1105.2,2408,1103.7,T,T
2508.7,1009.5,2432.1,1050.5,T,T
1846,1644.2,1853,1658,T,T
1565.6,1933.2,1553.3,1950.1,T,T
4041.5,1509.4,4030.7,1518.1,T,T
2590.7,895,2611.9,906.4,T,T
1689.5,1821.7,1669.3,1823.3,T,T
2252.3,1243.2,2260.1,1252.1,T,T
1691.2,1798.2,1702,1816,T,T
1825.7,1671.8,1853,1658,T,T
1620.2,1891.9,1618.3,1881.6,T,T
2255.6,1261.7,2245.5,1249.3,T,T
1833.4,1689.1,1825.7,1671.8,T,T
1801.1,1712.4,1791.5,1717.9,T,T
2609.1,915.6,2586.4,914.2,T,T
1620.2,1891.9,1609.5,1907,T,T
1702,1816,1689.5,1821.7,T,T
1942.7,1564.5,1971.6,1551.6,T,T
2284.4,1256.1,2275.1,1219,T,T
1872.9,1650.1,1853,1658,T,T
2363.2,1169.9,2359.4,1141.6,T,T
1543.2,1979.9,1530.2,1981.1,T,T
1787.4,1740.2,1791.5,1717.9,T,T
2596.3,944.4,2586.4,914.2,T,T
2609.1,915.6,2611.9,906.4,T,T
1632.6,1903,1620.2,1891.9,T,T
1775.1,1752.9,1759,1760.1,T,T
1595.6,1954.3,1565.6,1933.2,T,T
1808.8,1729.9,1801.1,1712.4,T,T
2284.4,1256.1,2260.1,1252.1,T,T
2046.5,1476.5,2062.3,1468.1,T,T
1775.1,1752.9,1787.4,1740.2,T,T
1872.9,1650.1,1893.7,1640.5,T,T
2508.7,1009.5,2563.8,975.8,T,T
2242,1348.2,2139.5,1331,T,T
2355.9,1210.4,2341,1153.6,T,T
1872.9,1650.1,1878.3,1661.4,T,T
1766.1,1778.5,1759,1760.1,T,T
2609.1,915.6,2596.3,944.4,T,T
1808.8,1729.9,1787.4,1740.2,T,T
2275.1,1219,2314.1,1257.7,T,T
1710.3,1847.5,1689.5,1821.7,T,T
1766.1,1778.5,1740.1,1787.9,T,T
2165.5,1433.8,2129.4,1347.2,T,T
1721.4,1838.8,1702,1816,T,T
2375.8,1169.9,2363.2,1169.9,T,T
1637.2,1925.3,1609.5,1907,T,T
2255.6,1261.7,2249.4,1312.9,T,T
1632.6,1903,1638,1906.2,T,T
1942.7,1564.5,1965.2,1608.4,T,T
2070.6,1479.8,2062.3,1468.1,T,T
2563.8,975.8,2596.3,944.4,T,T
2609.1,915.6,2623.2,932.9,T,T
1645.7,1897.7,1638,1906.2,T,T
2611.9,906.4,2656.2,917.7,F,F
2285.9,1290.7,2255.6,1261.7,T,T
2363.2,1169.9,2369,1193.6,T,T
1610.4,1991.7,1553.3,1950.1,T,T
1637.2,1925.3,1638,1906.2,T,T
1965.2,1608.4,1893.7,1640.5,T,T
1766.1,1778.5,1800.8,1764.9,T,T
2284.4,1256.1,2314.1,1257.7,T,T
1808.8,1729.9,1820.8,1755.8,T,T
1721.4,1838.8,1710.3,1847.5,T,T
1740.1,1787.9,1763.8,1835.9,T,T
2078.2,1502.2,2070.6,1479.8,T,T
1693,1858,1721.3,1860.4,T,T
2705.4,809.3,2695.2,926.9,T,T
2284.4,1256.1,2301.7,1296.7,T,T
2078.2,1502.2,2043.1,1514.9,T,T
2285.9,1290.7,2249.4,1312.9,T,T
1721.3,1860.4,1710.3,1847.5,T,T
1820.8,1755.8,1800.8,1764.9,T,T
2153.1,1440.2,2070.6,1479.8,T,T
2372,1208.4,2369,1193.6,T,T
2355.9,1210.4,2357.5,1220.9,T,T
2372,1208.4,2355.9,1210.4,T,T
1637.2,1925.3,1651.5,1935.4,T,T
1556.7,2066.4,1501.4,2025,T,T
2357.5,1220.9,2314.1,1257.7,T,T
1721.4,1838.8,1736.1,1857.6,T,T
1893.7,1640.5,1923.4,1704.8,T,T
2630.3,977.3,2623.2,932.9,T,T
2240.2,1360.4,2249.4,1312.9,T,T
2301.7,1296.7,2314.1,1257.7,T,T
1965.2,1608.4,1974.3,1625.3,T,T
2285.9,1290.7,2301.7,1296.7,T,T
1670.8,1924.1,1721.3,1860.4,F,F
2078.2,1502.2,2083.4,1514,T,T
2372,1208.4,2375.1,1224.2,T,T
2372,1208.4,2393.1,1207,T,T
1670.8,1924.1,1651.5,1935.4,T,T
1721.3,1860.4,1731.8,1871.3,T,T
1754.8,1839.1,1736.1,1857.6,T,T
1651.5,1935.4,1610.4,1991.7,T,T
209.8,1405,2.3,1476.9,T,T
2153.1,1440.2,2165.5,1433.8,T,T
1754.8,1839.1,1763.8,1835.9,T,T
2656.2,917.7,2649.2,969.7,T,T
2057.1,1564.7,1965.2,1608.4,T,T
2341.1,1282.8,2314.1,1257.7,T,T
1955.6,1643.8,1964.4,1632.6,T,T
2656.2,917.7,2695.2,926.9,F,F
1964.4,1632.6,1974.3,1625.3,T,T
1741.6,1862.6,1736.1,1857.6,T,T
2375.1,1224.2,2393.1,1207,T,T
1582,2020,1577.7,2020.2,T,T
1610.4,1991.7,1582,2020,T,T
2101.3,1506.4,2083.4,1514,T,T
1949.4,1658.7,1955.6,1643.8,T,T
2366.5,1262.2,2357.5,1220.9,T,T
1741.6,1862.6,1731.8,1871.3,T,T
1658.2,2000.6,1595.6,1954.3,T,T
1577.7,2020.2,1586,2025.8,T,T
1991.6,1623.2,1974.3,1625.3,T,T
1610.4,1991.7,1586,2025.8,F,F
1827.8,1822.4,1800.8,1764.9,T,T
2236.9,1379.6,2240.2,1360.4,T,T
2301.7,1296.7,2302.2,1316.7,T,T
2153.1,1440.2,2163.4,1463.9,T,T
2301.7,1296.7,2322.2,1299.4,T,T
1771.3,1851.3,1763.8,1835.9,T,T
1673,1962,1651.5,1935.4,F,F
2242,1348.2,2269.7,1364.3,T,T
1670.8,1924.1,1693.2,1939.5,T,T
1741.6,1862.6,1750.6,1873.4,T,T
2057.1,1564.7,2053,1554,T,T
2421.8,1209.3,2393.1,1207,T,T
1949.4,1658.7,1949.8,1674.8,T,T
1670.8,1924.1,1669.4,1970.9,T,T
1556.7,2066.4,1586,2025.8,T,T
1851.8,1812.5,1820.8,1755.8,T,T
2384.3,1262.1,2375.1,1224.2,T,T
2341.1,1282.8,2322.2,1299.4,T,T
2630.3,977.3,2633,1005.4,T,T
2007.5,1624.6,1991.6,1623.2,T,T
2101.3,1550.7,2083.4,1514,T,T
2348.1,1278.1,2341.1,1282.8,T,T
2236.9,1379.6,2269.7,1364.3,T,T
2221,1432.1,2165.5,1433.8,T,T
1923.4,1704.8,1914.5,1709.8,T,T
2398.4,1223.8,2421.8,1209.3,T,T
2236.9,1379.6,2234.3,1402.9,T,T
1771.3,1851.3,1787.8,1844.2,T,T
2366.5,1262.2,2348.1,1278.1,T,T
2642.2,995.7,2649.2,969.7,T,T
2236.9,1379.6,2257.3,1383.8,T,T
2362.2,1270.2,2366.5,1262.2,T,T
1761.7,1902.7,1731.8,1871.3,T,T
1949.8,1674.8,1950.5,1693.4,T,T
2398.4,1223.8,2384.3,1262.1,T,T
1612.7,2045.8,1586,2025.8,T,T
1570.2,2077.1,1556.7,2066.4,T,T
1950.5,1693.4,1923.4,1704.8,T,T
2101.3,1550.7,2057.1,1564.7,T,T
2345,1308.6,2322.2,1299.4,T,T
1669.4,1970.9,1673,1962,T,T
2642.2,995.7,2633,1005.4,T,T
2364.2,1286.9,2348.1,1278.1,T,T
2257.3,1383.8,2234.3,1402.9,T,T
2362.2,1270.2,2364.2,1286.9,T,T
1814.9,1840.8,1787.8,1844.2,T,T
1514,1298,1512,2964,F,F
1771.4,1894.3,1750.6,1873.4,T,T
2221,1432.1,2234.3,1402.9,T,T
2027.3,1632.2,2007.5,1624.6,T,T
1750.6,1873.4,1792.3,1875,T,T
1512,2964,1515,1302,F,F
2421.8,1209.3,2452,1214.3,T,T
1669.4,1970.9,1658.2,2000.6,T,T
2257.3,1383.8,2270.8,1388.1,T,T
1787.8,1844.2,1800.8,1868.8,F,F
1814.9,1840.8,1827.8,1822.4,T,T
2384.3,1262.1,2403,1260.6,T,T
1961.6,1706.1,1950.5,1693.4,T,T
1851.8,1812.5,1827.8,1822.4,T,T
2101.3,1550.7,2124.8,1539.8,T,T
1612.7,2045.8,1606.6,2055.2,T,T
2685.1,1013.7,2695.2,926.9,T,T
2364.2,1286.9,2373.8,1301.5,T,T
2101.3,1550.7,2113.2,1561.3,T,T
2373.8,1301.5,2345,1308.6,T,T
2389.6,1296.6,2384.3,1262.1,T,T
1786.2,1880.9,1771.4,1894.3,T,T
1888.6,1796.8,1878,1770,T,T
1786.2,1880.9,1792.3,1875,T,T
1800.8,1868.8,1792.3,1875,T,T
1814.9,1840.8,1823,1859.1,F,F
1658.2,2000.6,1668.5,2012.4,T,T
2221,1432.1,2224.8,1461.2,T,T
2633,1067.7,2633,1005.4,T,T
2365.6,1319.9,2345,1308.6,T,T
2775.9,942.1,2695.2,926.9,T,T
2452,1214.3,2463.5,1215.8,T,T
1923.4,1704.8,1952.3,1765.5,T,T
2040.5,1646.8,2027.3,1632.2,T,T
2221,1432.1,2254,1440.1,T,T
2124.8,1539.8,2130.2,1552.3,T,T
1851.8,1812.5,1858.1,1826.1,T,T
1851.8,1812.5,1888.6,1796.8,F,F
1794.3,1890.4,1786.2,1880.9,T,T
1823,1859.1,1800.8,1868.8,T,T
2174,1488,2171.7,1517.5,T,T
2171.7,1517.5,2124.8,1539.8,T,T
1973.2,1714.6,1961.6,1706.1,T,T
1612.7,2045.8,1635.1,2061.2,T,T
2113.2,1561.3,2130.2,1552.3,T,T
2389.6,1296.6,2373.8,1301.5,T,T
1793.3,1913.3,1771.4,1894.3,T,T
1823,1859.1,1836.8,1853.7,T,T
1761.7,1902.7,1785.6,1923,T,T
2480.3,1218.5,2463.5,1215.8,T,T
1794.3,1890.4,1799.3,1899.7,T,T
2373.8,1301.5,2373.4,1335.3,T,T
1682.9,2023,1668.5,2012.4,T,T
2389.6,1296.6,2391.5,1310.7,T,T
1846.1,1852.9,1836.8,1853.7,T,T
1888.6,1796.8,1930,1774,T,T
2101.3,1550.7,2126.3,1612.9,T,T
2171.7,1517.5,2200,1502.7,T,T
2373.4,1335.3,2355.8,1329.1,T,T
2040.5,1646.8,2044.4,1662.1,T,T
2365.6,1319.9,2373.4,1335.3,T,T
1635.1,2061.2,1628.6,2070.1,T,T
1973.2,1714.6,1987.3,1721.6,T,T
2233.7,1479.9,2224.8,1461.2,T,T
1930,1774,1928,1769,T,T
1846.1,1852.9,1850.7,1854.9,T,T
1875.3,1852.2,1858.1,1826.1,T,T
2171.7,1517.5,2185,1539.4,T,T
2223.2,1487.2,2200,1502.7,T,T
1930,1774,1932,1778,T,T
1793.3,1913.3,1785.6,1923,T,T
209.8,1405,331.1,1377.9,T,T
1850.7,1854.9,1858.5,1857.6,T,T
